ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,content_new,sentiment
2060,xài chai thứ 2 rồi ấy. da mình khá hợp với em này. dùng không bị lên mụn. dễ tán ít vón cục. nâng tone ít.,11/4/2022,16:56,5,422207413,xài hợp tán vón nâng,0
1705,mình mới mua xong dùng thích thật,27/09/2024,5:28,5,100220035,thích,0
618,"Kiềm dầu tốt, tuy nhiên nâng tông trắng bệch, phù hợp cho ai da trắng hơn,ai da ngâm nên cân nhắc",12/2/2022,10:55,4,422212100,tốt_nhiên nâng trắng_bệch trắng ngâm,0
740,good,8/10/2022,1:15,5,100230057,tốt,0
4264,"Thấm nhanh, có mùi nhẹ, giữ ẩm tốt",16/10/2020,11:40,5,377400002,thấm nhẹ tốt,0
545,Không biết mặt nạ có tác dụng thải độc không mà mình đắp một lúc thấy mặt nóng bừng,15/05/2021,20:22,4,365000017,thải đắp,0
2020,"Giao nhanh, tư vấn nhiệt tình",20/11/2022,17:12,5,249500019,,0
121,"Kem dưỡng ẩm phục hồi này khá tốt. Mình thấy dùng okie hơn dòng kem dưỡng ẩm phục hồi của Klairs. Da mình là hỗn hợp khô, dễ tiết dầu và có mụn.",19/11/2023,11:34,5,422203609,tốt khô tiết_dầu,0
3524,nước tẩy trang sử dụng rất ok. cảm giác da rất sạch thoáng. mình từng sử dụng L'Oreal và cocoon nhưng thấy của hãng này ok nhất nó tựa như cocoon nhưng mà sạch sâu hơn vậy. mascara với eyeliner phải tẩy nhiều lần nha,7/8/2023,23:58,5,422205820,tẩy sạch kén đồng_ý tựa sạch sâu mascara tẩy,0
3418,"Trải nghiệm trung bình, không có gì đặc sắc.",22/09/2022,16:45,3,422205163,,1
1447,"Dễ chịu, dùng thấy dịu da, giá thành ổn.",1/5/2023,12:46,5,422210784,dịu ổn,0
672,"Sử dụng dễ dàng , rất thoải mái , thư giãn tột độ",4/5/2023,16:47,5,422202253,dễ_dàng thoải_mái,0
172,Chân ái của tui,12/11/2022,22:04,5,205100136,,0
1373,thấy bảo là sản xuất tại hàn quốc mà nhận hàng lại chữ Thái Lan ko biết có hàng giả ko nữa,12/12/2023,18:07,4,422200306,bảo sản_xuất chữ_thái giả,0
529,Thích sạch đỡ mụn ẩn hẳn,14/12/2022,18:04,5,100190059,thích sạch đỡ mụn_ẩn hẳn,0
2529,"xài rất tốt, k gây khô da, mình xài hết một lọ và đang mua lọ mới",21/06/2021,13:26,5,204100019,xài tốt không_gây khô xài lọ,0
220,"Top da thiên khô, mà dùng rất thích hơi nồng mùi cồn xíu k nhìu chấp nhận đc, nâng tông nhẹ thoa từng chỗ 1 chấm điều mặt mau khô khó tán k điều màu, độ trắng vừa phải lâu trôi chỉ cần đánh xíu phấn phủ lên như trang điểm rất tự nhiên.",18/01/2022,0:49,5,223600009,thiên_khô thích hơi nồng không_nhìu nâng tông nhẹ chấm khô tán trắng vừa_phải trôi đánh_xíu phấn_phủ tự_nhiên,0
34,sản phẩm dùng rất tốt,25/04/2023,6:04,5,200400004,tốt,0
408,sp rất tốt,11/4/2023,16:38,5,422216416,tốt,0
730,dạ mình dầu mụn nhưng sài màu này rất hợp.k có gì để chê.giao nhanh nhân viên thận thiện dễ thương.10đ,23/03/2023,10:11,5,200400003,mụn hợp chê_chóng,0
1808,"Make up xong xài e này auto ko bị nổi mụn, sạch dữ thần",20/06/2024,19:47,5,422209045,xài không_bị nổi sạch,0
4306,Thấy an toàn khi xài sảm phẩm,5/12/2023,8:57,5,343100041,toàn xài,0
139,"Mình dùng hadalabo nắp trắng được 6 tháng thì được bạn mình gợi ý dùng sang loreal, mê luôn ngay giây đầu tiên",7/6/2023,10:27,5,422211447,trắng gợi_ý loreal_mê,0
72,"Đã nhận đc hàng. Giá tốt, shipper dễ thương. Chất lượng thì hi vọng cg sẽ tốt",20/10/2021,12:07,5,318900012,tốt chào_vọng tốt,0
2014,"Khá là ưng em này, dưỡng ẩm khá tốt, nâng tone nhẹ, mùi dịu nhẹ, dùng khá là mềm da :vvv",21/11/2022,10:13,5,249500027,dưỡng tốt nâng nhẹ dịu nhẹ mềm,0
494,sản phẩm hỗ trợ trị mụn tốt nhé.... sử dụng 1 tháng thấy đỡ mụn hẳn... nhưng hơi khô da xíu.,4/4/2021,19:55,5,345800001,mụn tốt đỡ mụn hẳn,0
2418,"chùi ui lần đầu mua dc cái mask mà nó tâm lý v luôn. Có đeo qua lổ tai ko cần nằm luôn, ko sợ rớt vì ẻm đã móc vào tai quá êm. sẽ mua dài dài",15/11/2021,20:17,5,308500013,mask tâm_lý không_sợ rớt móc êm dài_dài,0
781,Uy tín,14/08/2021,14:52,5,100230059,,0
4155,Tẩy da chết cho body và mặt đều rất ổn thơm,17/11/2023,15:39,5,422207812,chết ổn thơm,0
308,"chời ơi tt này phải nói siêu đỉnh , sài không biết bao nhiêu chai rồi",27/12/2020,22:15,5,422204259,xài nhiêu,0
2025,"Thấy mấy bạn nhân viên tư vấn màu này dành cho da mụn đỏ, để mua về dùng thử rồi đánh giá sau",19/11/2022,14:01,5,422207413,đỏ thử,0
997,"Sạch, xả bọt nhanh",7/6/2022,0:15,5,357100011,sạch xả,0
2389,"SỬ DỤNG DỄ DÀNG,rất thoải mái, thư giãn tột độ",28/04/2023,15:41,5,422205162,dễ_dàng thoải_mái,0
2635,"Sản phẩm nhanh thấm vào da, kiên trì sử dụng da sáng và mờ thâm tốt.",2/11/2019,10:32,5,371600006,thấm mờ thâm tốt,0
1132,"Mình thấy da dầu mụn+hhtd thì bôi lượn nhỏ rồi tán đều chứ đừng có lấy nhiều quá, phục hồi ố kê la nha",10/10/2024,20:52,5,422211241,mụn bôi lượn tán đừng phục_hồi ố,0
324,"sp tẩy trang khá tốt, mùi thơm nhẹ, không chứa cồn. sau khi tẩy trang xong không cần rửa lại với nước mà vẫn rất thoáng nhẹ da.",12/9/2020,17:18,5,422206648,tốt thơm nhẹ không_chứa rửa thoáng nhẹ,0
2932,nhận hàng lẻ từng miếng chứ k để trong hộp,15/10/2024,10:22,5,422217970,lẻ,0
494,"đã sử dụng rất nhiều, nhưng hình như mỗi lô sản xuất ko giống nhau,khi thì mỏng dày ko đều,khi thì xù bong ra.",11/12/2022,0:30,4,243300007,sản_xuất mỏng dày,0
916,"Thực sự là một sản phẩm quá tệ, không đáng mua chút nào.",16/07/2020,9:20,1,386000015,tệ không_đáng,1
1713,Hàng tới tay đóng gói cẩn thận chất lượng miễn chê,22/11/2023,12:11,4,100240016,cẩn_thận miễn chê,0
358,Mình là fan ruột của sản phẩm này. Sau khi sử dụng da mặt khá sạch và cũng không hề khiến da mìn khô. Mua ở hasaki lại còn rẻ nữa. Sẽ ủng hộ tiếp!,26/10/2018,20:02,5,205100137,sạch không_hề khô rẻ ủng_hộ tiếp,0
2395,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",28/04/2023,9:31,5,204100054,ổn,0
3079,"Sản phẩm ổn với nhu cầu dùng thử, không quá xuất sắc nhưng đủ dùng.",23/03/2024,21:08,3,249500019,ổn thử không_quá,1
1157,"Ai k hợp chứ mình rất hợp sp mặt nạ giấy nhà banobagi nha :))) rất nhiều tinh chất, mặt nạ ôm mặt, dùng qua vài màu r trộm vía hợp k bị kích ứng ạ !!!",11/6/2024,9:45,5,422207791,hợp mặt_nạ banobagi mặt_nạ ôm không_bị,0
351,"Mình đang xài , ko bị rát da vs ko bị khô da. Cũng ok so với giá tiền.",24/09/2019,23:45,5,422206648,xài rát khô đồng_ý,0
777,"e này thì OK khỏi bàn, Thích nhất dịch vụ của giao hàng của hasaki, dù dịch như giao hàng ở tỉnh khá nhanh.",20/09/2021,16:36,5,200400004,đồng_ý bàn_thích dịch,0
601,Tuy chưa sd nhưng những SP của shop đóng gói cẩn thận và check mã vạch đều có nguồn gốc rõ ràng. yên tâm,1/10/2022,15:08,5,327500002,đóng_gói,0
810,"Mình dùng nhiều loại tẩy trang, nhưng lần này đặt dùng thử của Bioderma thực sự là thấy ngoài mong đợi, sạch sâu, mà lại còn k gây kích ứng da. Các b có da dễ bị kích ứng nên thử nha. Shop đóng gói cẩn thận, giao hàng nhanh. Sẽ tin dùng và ủng hộ sh những lần sau❤️",16/07/2020,20:25,5,100230057,thử đợi sạch sâu không_gây kích_ứng thử đóng_gói cẩn_thận thiếc ủng_hộ,0
1108,"Xài rất chi là ok luôn, dịu nhẹ êm da",22/11/2022,15:14,5,422201504,xài dịu nhẹ êm,0
2694,"Được tư vấn sài thử , ổn rửa xong không bị khô , mịn .",5/7/2023,14:42,5,248700072,tư_vấn thử ổn_rửa khô,0
1495,Tốt,30/04/2020,20:11,5,204900128,tốt,0
3672,"sản phẩm hạt nhỏ nhưng khi massage lên mặt thì cảm giác hạt rất cứng, không tan nên dễ làm xước da. Da mỏng hoặc nhạy cảm nên suy nghĩ trước khi mua.",4/9/2019,8:53,4,422206042,mát cảm_giác cứng không_rám xước mỏng,0
400,Sản phẩm này dùng tốt,20/04/2023,15:33,5,422208972,tốt,0
691,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,30/04/2023,18:33,5,100230056,thích hasaki,0
1808,"dùng cho mặt đc, cơ mà tẩy trang phải sạch nha",3/7/2024,21:08,5,249500001,đc_cơ tẩy sạch,0
2926,Đắp xong sáng ngủ dậy rửa mặt mà thấy mặt sáng bừng. Cấp ẩm hiệu quat cũng ổn,17/08/2024,13:44,5,422207792,đắp dậy rửa ổn,0
2654,"kem dưỡng ổn, hộp to nhưng k hiệu quá lắm đâu nha",13/03/2023,22:00,4,357100008,ổn không_hiệu lắm,0
1294,"Trước giờ t chưa xài niacinamide, trộm vía dùng này 9,9% mà thấy ổn",5/10/2023,13:46,5,422214343,xài ổn,0
433,Chưa bao giờ gặp sản phẩm nào kém đến mức này.,12/12/2020,16:49,1,412800003,kém,1
2072,Săn đc giá rẻ chỉ 124k thôi.. e này có dưỡng ẩm k bị khô da như dạng milk.. thoa lên nâng tone hơi bóng nhẹ.. mặc dù da dầu nhưng dùng vẫn ok phết.. còn về shop thì quá chu đáo nhiệt tình. đóng gói kỹ lắm luôn lại đc tặng thêm qua.. ủng hộ shop dài dài.. ❤,30/03/2021,11:06,5,422203145,săn rẻ không_bị khô nâng hơi nhẹ đồng_ý kỹ lắm tặng ủng_hộ yêu,0
2286,"giá cả ổn nhưng nên cân nhắc khi mua vì nắp bình bị hở, nước trong bình bị chảy ra ngoài rất nhiều",13/02/2023,22:03,4,204000059,ổn cân_nhắc hở chảy,0
3401,"Mọi thứ đều ổn, không thấy gì nổi bật hay gây thất vọng.",29/04/2023,18:56,3,253900007,ổn không_thấy nổi_bật khô,1
2453,ok,30/03/2020,0:37,5,308500013,,0
3065,"Đã dùng nhiều lần, hương thơm nhẹ, dùng xong da rất sạch và căng bóng, khít lỗ chân lông",18/02/2021,9:14,5,204000033,hương_thơm nhẹ sạch căng khít,0
600,Ẩm mịn da mặt,4/2/2023,23:41,5,206400019,mịn,0
102,"SRM thích hợp cho da dầu hơn là da khô( như thông tin cung cấp trên sp) SRM dạng gel lỏng, mùi khá nồng nhưng vẫn dễ chịu Bọt ít nhưng vẫn làm sạch da",30/04/2020,22:26,5,201600182,thích_hợp khô thông_thiếc lỏng nồng dễ_chịu sạch,0
2468,"mới mua hôm qua, hôm nay xài thử lên mặt cái kiểu trắng ko mịn nhìn hơi lợn cợn kiểu gì khó tả lắm, mình đang dùng kcn caryophy đánh lên nhìn mịn đẹp nha mà cái biore này nhìn sao sao á ko biết nữa, phủ phấn lên thì cũng ok la ko kiềm dầu được mấy bôi tí 2-3 tiếng sau thấm dc nguyên tờ thấm dầu rồi, da mình da dầu mùa này lạnh hơi khô nhẹ chút nhưng vẫn dễ chịu khi dùng trên da ko gây cảm giác ngứa hay kích ứng mà chủ yếu cái sự lên tone nó kiểu gì gì chắc do có bắt sáng nên nhìn hơi bị lóa chóa kiểu như dọi đèn vô sáng lung tung chứ nhìn ko dc mịn vậy đó mà cũng được vì giá rẻ tuýp 70g bự xài lâu hết mình ngồi văn phòng máy lạnh thôi nên cũng k đòi hỏi nhiều nè.",16/10/2024,17:12,4,422203371,xài thử trắng không_mịn hơi lợn_cợn tả lắm đánh mịn đẹp phủ phấn đồng_ý tí thấm nguyên_tờ thấm_dầu lạnh hơi khô nhẹ_chút dễ_chịu ngứa khô kích_ứng chủ_yếu bắt hơi lóa chóa dọi rẻ tuýp bự xài hết_mình văn_phòng không_đòi_hỏi,0
840,"chất kem dễ tán, không nâng tone, nhưng bôi lên mặt không ráo mà cứ bóng bóng",5/12/2023,8:02,4,422210400,tán tone bôi không_ráo,0
2519,"Da mình là da nhạy cảm rất dễ bị dị ứng vậy mà xài e cấp ẩm này của eucerin ko hề có dấu hiệu kích ứng gì, rất lành tính và nhẹ dịu với da. Mình cũng đang dùng retinol 1.0 của Obagi bị bong da khô, được bác sĩ da liễu kê thêm chai này sài chung nói đúng thật đỉnh của đỉnh sài e đc 2 tuần nay rồi, da giờ rất mịn màng nhờ cấp ẩm đủ, nếp nhăn cũng giảm đi nhiều luôn. Sẽ tiếp tục ủng hộ Eucerin nhé",17/07/2022,12:00,5,204100070,dị_ứng xài lành_tính nhẹ_dịu khô bác_sĩ liễu_kê mịn_màng nhăn ủng_hộ,0
1574,"Xài mới 1 bộ mà da mình trắng khỏe lên hẳn, rcm mn nên mua thử Mình da hỗn hợp nhạy cảm",2/1/2024,14:22,5,422209053,xài trắng khỏe hẳn rcm thử hỗn_hợp,0
2206,"mặt nạ mà nhiều tinh chất như này thì là lần đầu mình thấy á mn, tinh chất nhiều khủnggg khiếppp, dưỡng ẩm rất tốt mà vẫn thoáng mặt, có giảm dầu rõ rệt luôn nha, sd thường xuyên thì da có thật sự ít lên mụn hơn và mịn hơn rất nhiều á, hài lòng cựcc",9/10/2022,22:08,5,422206824,á_chất khiếppp_dưỡng tốt thoáng rõ_rệt thường_xuyên mụn mịn,0
656,Sp tốt,16/10/2023,20:55,5,100230059,tốt,0
4084,ê ai có tips bôi thì chỉ cho với chứ bôi mà vô mắt quài,18/08/2023,1:50,5,256700011,khuyên_bôi vô_mắt,0
1302,"hớp với da mình... nắng mưa ko chịu mùa nào, không thích hợp loại dày mà mỏng quá cũng không thấm..... thôi xài đại vậy sức nhiều 1 chút.",23/06/2022,20:48,5,253900004,hớp không_thích_hợp dày mỏng không_thấm xài đại_vậy sức,0
1083,"Mình vừa mua đc e này ở store về, chưa xem kỹ bảng thành phần nên mik ko bt ẻm có mùi về ms bt ẻm có mùi và mùi khá dễ chịu do em là brand pháp nên mùi ẻm nó sang mn ạ=))), sạch hơn dòng L'Oréal mik từng xài nma 2 cái đều tốt hết",5/6/2022,22:38,5,422204904,kỹ thành_phần không_ẻm dễ_chịu sạch xài nma tốt,0
131,10₫ không có nhưng,14/08/2023,14:57,5,422206648,,0
1949,"Mặt nạ nhỏ hơn vừa khít hơn bnbg ,nó mang lại cảm giác thoải mái đi đắp , có trắng lên nhưng yếu điểm sau khi rửa khá rít mặt cấp ẩm ít",1/8/2024,19:28,5,422207677,khít cảm_giác đắp trắng rít_mặt,0
2679,"Bông đổ bụi trắng dính vào mặt, mua phí tiền không sử dụng được",6/7/2021,20:20,1,243300007,đổ trắng dính không_sử_dụng,1
2365,": SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,13:50,5,422205162,dễ_dàng thoải_mái,0
707,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",28/04/2023,9:42,5,422206537,ổn,0
3525,"Sản phẩm OKla, dùng giảm mụn hẳng, sạch. Sẽ mua lại",26/07/2023,16:48,4,422205820,sạch,0
1977,"Mình cần Pass lại chai tinh chất chống nắng skin aqua mint green do sử dụng không hợp, mới sử dụng được 2 lần liên hệ sđt hoặc zalo 0971513150 nha mua chính hãng tại hasaki luôn",22/03/2023,10:29,5,249500019,chất chống skin liên_hệ zalo,0
1611,"có mùi nhưng mình rất thích mùi này, hiệu quả giảm thâm không nhìn thấy, còn mụn thì có giúp đẩy nhanh quá trình hình thành nhân mụn và bong mụn",2/6/2022,9:09,5,422208181,,0
2401,Mui huong de chịu làm mát nhanh giá thành ổn,27/04/2023,15:17,5,204100019,ổn,0
4031,"Khá ổn, nhưng không chắc sẽ mua lại.",5/4/2020,19:36,3,422209720,ổn,1
975,"cũng bthg thui thấy làm dịu da oke xịt cho mát cũng ok, đối với da mình thì cấp ẩm ở mức trung bình thui, xịt xong makeup cũng ổn nhé",16/04/2023,14:54,2,100150058,bthg mát ổn,1
4038,"dùg đc mà miếng mask hơi dão, ko ôm khuôn mặt. kim cương và ngọc trai dùg thích nhất",19/01/2021,0:34,5,365000011,miếng mask hơi dão ngọc_dùg thích,0
2514,Tốt,1/3/2023,2:00,4,422206537,tốt,0
1152,"Can đảm mua sản phẩm mới sử dung thử. Cảm giác dưỡng ẩm tốt hơn hàng cũ, mùi hương dễ chịu, nên mua nha mọi ngừời. Sản phẩm vẫn sang xịn mịn hợp với da nhạy cảm ưng cái bụng. Mình và em gái xài chung, hôm nào da bị dị ứng nhẹ làm dùng tắm luôn.. Giá cả cũng phải chăng nữa, ủng hộ Hasaki",18/12/2022,11:55,5,422207865,sử_phân thử ẩm tốt cũ xịn mịn_hợp xài dị_ứng nhẹ,0
407,San phâm nay dung tôt,11/4/2023,18:45,5,422208975,,0
121,"Dòng sạch sâu này đúng là hợp với da dầu mụn, dùng okie, tẩy sạch và êm nha.",19/11/2023,12:07,5,205100136,sạch sâu hợp sạch êm,0
374,Xài ngon nhất luôn nha . Mê lắm,18/09/2024,12:02,5,422208977,xài mê lắm,0
2226,"cái mùi ngọt xỉu muốn ăn luôn,dưỡng ẩm môi cực tốt,màu đo đỏ nhìn cái mỏ xinh lắm",7/3/2024,7:50,5,200500293,dưỡng_ẩm cực tốt đo đỏ mỏ lắm,0
